id,text,user_1,user_2,category_1,category_2
497,"What we found will surprise many people. It turns out that nearly half (46 percent) of total energy used is consumed indirectly, through production of foods, medicines, and consumer goods. The highest level of indirect energy consumption is in health care services and pharmaceuticals, and the second highest is in food production and preparation. At the other end of the spectrum, religious activities and education consume relatively little indirect energy. And what will come as a pleasant surprise for those with a somewhat more hedonistic bent, beauty products are fairly ""low energy."" The good news for those who want to reduce energy consumption but cannot make major lifestyle changessuch as moving from a house to an apartment, ditching the car, or not flyingis that there are unexplored options for reducing energy use.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
498,"The term ""air pollutant"" means any air pollution agent or combination of such agents, including any physical, chemical, biological, or radioactive (including source material, special nuclear material, and by-product material) substance or matter, which is emitted into, or otherwise enters, the ambient air. Such term includes any precursors to the formation of any air pollutant, to the extent that the Administrator has identified such precursor or precursors for the particular purpose for which the term ""air pollutant"" is used.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
499,"Under the Data Quality Act, material which is considered ""influential scientific information""--in other words, is likely to influence public policy or private sector decisions--is also subject to the scrutiny of scientific validation. The National Assessment on Climate Change (2000) and EPA's Climate Action Report 2002 base their analyses of the potential impacts of climate change on two computer models that are incapable of providing reliable predictions. Efforts to validate these two models actually exposed them as less capable at predicting climate impacts than a table of random numbers. The law prohibits this.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
500,"Precisely because the system of natural liberty excludes violence, theft, or fraud, the only way any individual can acquire from others what he desires is by applying his own knowledge, abilities, and resources in a manner that enables him to produce and offer to others what they desire, so they will give in trade what that first individual wants to obtain.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
501,Now the issue is front and center again because of Kennedy and the extended search by Florida Gov. Charlie Crist (R) to fill the seat vacated by Mel Martinez (R)a seat Crist himself is seeking in the November 2010 election.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
502,"“It’s time to question what is FEMA’s role in disaster response and recovery,” said Brock Long, the agency’s administrator, while also noting that “it’s time to hit the reset button on how we become resilient.”",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
503,Note that I will link to some more in depth tutorials at the end of the post.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
504,"CLEVELAND, Feb. 16 (A.A.P.) Dr. William S. Carlson, an Arctic expert, said to-night that the Polar icecaps were melting at an astonishing and unexplained rate and were threatening to swamp seaports by raising the ocean level s.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
505,"The Democratic-led states of California, New York and Washington also asserted an environmental independence of sorts, pledging to uphold the global accord's goals to reduce greenhouse gas emissions that contribute to global warming.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
506,Gift & Estate Planning,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
507,"This, unfortunately, is not atypical. Under gatekeeper Neal Lane , the Baker Institute has refused to allow fair, open debate about natural versus anthropogenic climate forces and has championed sky-is-falling government activism. For example, Lane/Baker:",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
508,"I downloaded three lots of data raw, GCHNv3 and GISS Homogenised (GISS H), then replicated Mearns method of calculating temperature anomalies. Using 5 year moving averages, in C hart 1 I have mapped the trends in the three data sets.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
509,"How different it was four years ago. Shortly after Obama's first inauguration, he and Canada's Prime Minister Stephen Harper launched a bilateral Clean Energy Dialogue to promote technology innovation, policy cooperation, and lower greenhouse gas (GHG) emissions in North America. Since then, we've seen two action plans and several announcements from the lead government agencies the U.S. Department of Energy and Environmental Protection Agency (EPA), Environment Canada and Natural Resources Canada (NRCan) and the lead officials in all four have been changed by cabinet shuffle or resignation.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
510,"And last year was the hottest year on record for the continental United States. Crops were devastated, cities were hit by supercharged storms, and people, mostly the poor, suffered and died amid some of the most destructive extreme weather events in our history. All told, the United States spent more than $110 Billion on weather related disasters in 2012.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
511,English Go Back English Español,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
512,"CFACT press conference Wednesday 11:30 AM UN climate conference, Bonn",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
513,"To put it another way, the reason that polar bears in some areas easily survive an onshore fast of 4 months or more over the late summer/early fall is that they would get very little to eat (if anything) even if they stayed out on the ice. It??s the fat put on in spring/early summer (from gorging on baby seals) that carries them over the summer, no matter where they spend it.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
514,Just who will buy Mr. Martin's version is still unclear. He is pinning his hopes on emergency workers who need to get somewhere in a hurry. Good luck with that.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
515,In the same year the US passed a bill prohibiting the Overseas Private Investment Corporation a federal agency responsible for underwriting American companies that invest in developing countries from investing in energy projects that involve fossil fuels.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
516,A problem with this approach is that GCM projections are relatively poor scenario generators.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
517,"EPA's rule will force poor and minority families to choose between buying food, putting gas in the car, going to the doctor, buying medicines, giving to their church, saving for retirement, or making mortgage, rent and car payments. Small businesses will have to find thousands more just to keep the heat, lights and air conditioning on, without laying people off or closing their doors. Factories, malls, school districts, hospitals and cities will have to pay millions more for energy.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,1
518,"But not any old multilateralism. The other major theme of the position papers is that the world organization, a haphazard array of at least 37 major funds, programs, and institutions, and a proliferating number of regulatory and other authorities, should be knitting itself into a much more close-knit global system, with greater control over its own finances, along with a stronger role in setting the international agenda.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
519,"But the Sea Surface Temperature anomalies of the East Pacific Ocean (90S-90N, 180-80W) have not risen in 30 years. Refer to Figure 18.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
